PUBMEDID	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE DESCRIPTION	REPLICATION SAMPLE DESCRIPTION	SNPS	RISK ALLELE FREQUENCY	P-VALUE	OR or BETA
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs12386026	0.04	2E-6	1.66
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs2335704	0.20	2E-6	1.19
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs9373523	0.81	1E-6	1.3
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs1434579	0.06	4E-6	1.46
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs7821565	0.61	8E-6	1.2
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs8005962	0.63	8E-6	1.2
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs4257308	0.04	6E-6	1.55
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs160441	0.41	8E-6	1.2
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs1948632	0.04	8E-6	1.55
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs10005603	0.65	7E-6	1.2
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs4331426	0.48	7E-9	1.19
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs4331426	0.48	7E-9	1.19
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs4331426	0.48	7E-9	1.19
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs4331426	0.48	7E-9	1.19
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs6545883	0.52	5E-6	1.2
25043464	http://europepmc.org/abstract/MED/25043464	PLXNA4 is associated with Alzheimer disease and modulates tau phosphorylation.	Alzheimer's disease	61 cases and 2,530 controls from 1,232 families	1,819 cases and 1,969 controls from 2,265 families, 9,966 European ancestry cases, 8,935 European ancestry controls, 1,459 African American cases, 3,437 African American controls, 951 Japanese ancestry cases, 894 Japanese ancestry controls				
24770881	http://europepmc.org/abstract/MED/24770881	ABCC9 gene polymorphism is associated with hippocampal sclerosis of aging pathology.	Alzheimer's disease	1443 cases and 99 controls	NA	rs17169634	NR	1E-7	
24770881	http://europepmc.org/abstract/MED/24770881	ABCC9 gene polymorphism is associated with hippocampal sclerosis of aging pathology.	Alzheimer's disease	1443 cases and 99 controls	NA	rs75847378	NR	7E-7	
24770881	http://europepmc.org/abstract/MED/24770881	ABCC9 gene polymorphism is associated with hippocampal sclerosis of aging pathology.	Alzheimer's disease	1443 cases and 99 controls	NA	rs2075650	NR	4E-13	
24770881	http://europepmc.org/abstract/MED/24770881	ABCC9 gene polymorphism is associated with hippocampal sclerosis of aging pathology.	Alzheimer's disease	1443 cases and 99 controls	NA	rs2075650	NR	4E-13	
24770881	http://europepmc.org/abstract/MED/24770881	ABCC9 gene polymorphism is associated with hippocampal sclerosis of aging pathology.	Alzheimer's disease	1443 cases and 99 controls	NA	rs2075650	NR	4E-13	
24770881	http://europepmc.org/abstract/MED/24770881	ABCC9 gene polymorphism is associated with hippocampal sclerosis of aging pathology.	Alzheimer's disease	1443 cases and 99 controls	NA	rs2075650	NR	4E-13	
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs1552244		2E-6	1.32
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs1552244		2E-6	1.32
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs1552244		2E-6	1.32
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs1552244		2E-6	1.32
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs474951		1E-6	1.2658
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
24755620	http://europepmc.org/abstract/MED/24755620	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	Alzheimer's disease	2,540 European ancestry cases, 2,029 European ancestry controls	NA	rs2075650		9E-116	4.48
